TANGGAL,Bandar_Buat,Limau_Manih_UNAND,Lubuk_Minturun,Nanggalo,Parak_Karakah,Tambang_Semen_Padang,Teluk_Bayur,Water_Plan_Semen_Padang
2017-02-15,0.0,0.6,0.0,0.0,0.8,3.2,0.6799999999999999,3.0
2017-02-16,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-02-17,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-02-18,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-02-19,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-02-20,18.034170156054813,11.303943788425403,56.5,24.0,0.0,47.01786907889305,7.588651656061294,70.97486475461142
2017-02-21,34.18422543229961,18.00909195842006,12.0,33.0,63.0,35.3508719501582,15.524243044479675,44.17277995796908
2017-02-22,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-02-23,14.520710576089176,20.463127403189663,6.5,4.0,5.0,17.278847492838185,5.603751682202141,14.513660676100733
2017-02-24,9.064125576443434,10.869815110079381,10.0,10.0,17.0,17.650154304005806,15.841241212503267,10.81752493408776
2017-02-25,3.6,0.8,2.0,0.0,0.0,6.4,0.6,0.1
2017-02-26,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-02-27,5.145093374114261,2.977702664792315,0.0,3.0,5.8,8.242947363618649,5.3730331502034785,10.63390045439914
2017-02-28,10.24767654151864,10.687369452058674,13.5,10.0,4.0,12.315664094951925,10.548377600994126,14.424302988065675
2017-03-01,30.056283034232997,50.39035054804325,77.0,96.0,54.0,25.998315635887902,52.91534223718504,53.15030810609241
2017-03-02,4.595238095239364,2.117647058823436,3.0,0.0,0.8,1.6470588235292858,1.1333333333332734,13.123809523813874
2017-03-03,2.565647336432366,12.154789547022876,9.0,6.0,24.0,10.482741320293533,12.236996108956903,13.476947802497152
2017-03-04,3.566216227176284,12.960557259849097,0.0,5.0,2.5,1.6161385761145586,6.237503531415835,5.847933300816161
2017-03-05,0.0,0.8,0.0,0.0,1.2,0.6,1.06,1.6
2017-03-06,22.289274229215845,26.966772066051764,51.0,24.5,36.3,20.805914503318753,30.947927769217753,22.876645133157606
2017-03-07,54.45223063191966,32.752527666061575,92.0,82.0,88.3,33.11711595166183,76.21115299775906,60.45021150149626
2017-03-08,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-09,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-10,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-11,19.323001877758234,43.08849656319312,5.0,8.3,12.0,31.99814881752382,20.39308116610585,26.508201837847846
2017-03-12,11.526420362124556,11.439445892561286,12.0,3.0,6.8,8.975261072159606,4.625781479705512,19.199592367060387
2017-03-13,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-14,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-15,4.2,3.0,0.0,0.0,2.0,0.6,0.0,2.02
2017-03-16,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-17,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-18,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-19,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2017-03-20,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-21,4.2,3.0,0.0,0.0,2.0,0.6,0.0,2.02
2017-03-22,0.0,0.6,0.0,0.0,0.8,3.2,0.6799999999999999,3.0
2017-03-23,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-24,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-25,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-26,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-27,42.57472572927901,72.9538861352498,59.0,77.0,71.5,55.26044689252981,34.51672733781614,66.54673892203168
2017-03-28,61.67379892267557,82.69908439561605,119.0,121.0,61.0,57.56986956333533,84.7292674057245,40.89466299348227
2017-03-29,0.0,0.8,0.0,0.0,3.7,0.6,0.2,0.0
2017-03-30,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-03-31,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-04-01,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-04-02,10.502386867485816,20.570430625359204,17.5,18.0,25.2,22.62352499438829,21.455479271294042,29.70558195931684
2017-04-03,6.8,6.4,1.0,0.0,0.0,2.2,0.0,0.8
2017-04-04,10.91073908735647,0.0,28.0,0.0,0.0,0.0,0.0,0.0
2017-04-05,18.913897512691175,10.547003860945043,61.0,16.0,15.7,41.8100502388477,6.146758300422406,37.75852837342787
2017-04-06,25.068249087801814,40.23929424176283,30.5,61.0,40.3,48.44418859709301,53.83020392904344,79.15685456160189
2017-04-07,11.208116047110254,28.26317567554745,23.0,73.0,33.0,65.76947072715166,27.075479968769297,37.47939020161428
2017-04-08,2.739340746207191,5.0618126530759255,0.0,8.0,20.2,10.554520022196812,13.46819944317055,12.702021439530684
2017-04-09,2.8605261990763204,7.308529257689243,0.0,18.0,6.5,13.360937025261224,7.55936129921498,17.967677619655117
2017-04-10,9.794839824889232,24.512571453884224,23.5,16.0,15.0,8.871307033464026,12.550664462079075,24.58430347409473
2017-04-11,22.280349435835166,8.745713553462894,20.0,10.0,17.5,28.84388709008503,11.88556503436674,33.23781744205381
2017-04-12,8.38670575190316,23.55853392930694,6.0,12.0,0.0,10.377617470264457,10.824232115380754,17.324211710546493
2017-04-13,9.0,0.6,0.0,0.0,8.5,0.4,0.0,7.0
2017-04-14,0.0,14.804105811965849,2.0,6.0,0.0,8.410719985718185,3.442488442139314,4.126899131156158
2017-04-15,25.691930876655288,31.530533450012044,33.0,6.0,9.0,30.60685031440441,36.271244134623444,22.43964615738558
2017-04-16,9.713152401589763,13.590360589116202,10.0,5.0,12.8,11.72294195087267,2.8035032520786873,11.811946451836992
2017-04-17,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-04-18,9.938583370110086,4.53409770887206,1.0,0.0,13.7,4.537494918446426,1.5322482778543136,1.7814954516668347
2017-04-19,12.599999999999998,0.8304791528014628,1.5,1.0,0.0,1.2,4.7,0.6
2017-04-20,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-04-21,0.0,13.720655806874317,4.5,0.0,3.0,1.7164047357818377,2.6379579087703284,9.023732470716256
2017-04-22,3.6,0.8,2.0,0.0,0.0,6.4,0.6,0.1
2017-04-23,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-04-24,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-04-25,0.0,4.0,0.0,3.0,0.0,7.2,6.8,6.9
2017-04-26,12.399271069492439,32.396330100060126,10.0,3.5,7.0,19.25676601174361,7.428622796225252,36.26661916522063
2017-04-27,34.84061323383188,24.820701457959224,65.0,11.0,36.3,40.66002394550767,9.09681106366471,31.29354754210729
2017-04-28,22.71732436379678,10.87164560113626,1.0,36.0,6.2,9.994280248326191,9.985372113188463,9.09080477022991
2017-04-29,35.210190425252556,61.972354271115805,87.0,59.0,62.0,54.86411381156197,76.00909476178003,60.528730849107816
2017-04-30,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-01,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-02,20.019485469976765,28.051970561502912,42.0,9.5,15.5,31.70061123755413,8.518439365180848,29.278855023568187
2017-05-03,6.199999999999999,16.099999999999998,2.0,3.0,3.0,21.399999999999995,3.6,14.019999999999998
2017-05-04,16.549014273502674,11.865511591657672,11.0,1.0,7.5,9.56009912659875,9.545175442895337,11.237804996549032
2017-05-05,7.609855859685559,38.1637481743871,9.0,4.0,5.0,25.7208220233649,4.432212181376777,38.72941012848768
2017-05-06,34.00745384367319,31.10738346818444,25.0,11.0,40.0,23.109084550117796,21.82367915682126,39.24120802583976
2017-05-07,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-08,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-09,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-10,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-11,2.6319887784542138,4.49428388063184,10.5,4.5,0.0,1.4490572064471199,4.539045817578377,6.000670355110147
2017-05-12,0.0,2.9043177241317375,0.0,1.5,2.3,2.815587861986347,1.4621739174468054,2.1734341381833207
2017-05-13,28.28253736497518,26.368250904973564,5.0,9.8,7.2,36.29333690799517,24.156269262391973,36.665977428970244
2017-05-14,1.404661347833032,1.0765676221686094,0.0,4.0,5.6,18.549041918532104,7.440110897738515,10.003634322986665
2017-05-15,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
2017-05-16,4.2,2.6,0.0,0.0,1.0,0.8,2.8,0.64
2017-05-17,7.038461538463508,0.0,18.5,0.0,0.0,0.0,0.0,0.0
2017-05-18,7.725180760952122,6.29373641651774,0.0,14.0,2.9,5.796989463513728,6.145031252427444,1.912462999030757
2017-05-19,10.724633530810582,12.600713437938813,14.0,19.0,25.0,13.941653835993225,26.220297173301955,31.27805997444224
2017-05-20,69.79465071979227,69.05548570567392,65.0,133.0,130.0,68.53048131594858,74.50157980927321,63.55649582061719
2017-05-21,46.0240577664176,38.93145424942716,85.0,71.0,93.5,34.98650117668407,75.59655828609208,58.92150333401944
2017-05-22,10.1,0.8,0.0,0.0,19.8,3.6,0.0,2.0
2017-05-23,0.0,0.8,0.0,0.0,1.2,0.6,1.06,1.6
2017-05-24,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-25,23.579815283513792,5.0756629712129735,5.0,4.0,0.0,9.81734461811388,19.712486424931743,7.971137159367776
2017-05-26,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-27,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-28,1.0400937879040573,10.112470931945774,1.0,7.0,3.3,2.710438401178142,4.983358965102873,5.183929780396882
2017-05-29,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-30,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-05-31,169.4112454991865,92.71878538629606,59.0,137.0,252.0,109.93215695821202,149.72351583653014,115.75580876124423
2017-06-01,11.026199314360886,17.350022254667497,17.0,19.0,24.7,16.348859151196823,20.59871385502361,27.758162098745057
2017-06-02,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-03,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-04,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-05,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-06,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-07,4.2,2.6,0.0,0.0,1.0,0.8,2.8,0.64
2017-06-08,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-09,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-10,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-11,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-12,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
2017-06-13,4.2,0.8,0.0,0.0,5.4,3.6,0.0,0.0
2017-06-14,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-15,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-16,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-17,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-18,45.75790950237981,85.06488861873203,110.0,37.0,58.3,71.06120817215796,8.359920168439272,65.92199292979559
2017-06-19,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-20,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-21,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-22,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-23,0.3837078798876294,4.5070264044931525,2.0,9.0,4.0,1.6456583722172355,9.927460282179103,4.264031506585037
2017-06-24,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-06-25,5.25,3.5,20.0,0.0,0.0,3.25,0.0,10.0
2017-06-26,20.920663871527516,31.102497764756897,25.0,16.0,36.3,9.578806086192316,8.684880845369333,16.323142215895352
2017-06-27,10.08292877802728,10.199885078196468,68.0,9.0,7.8,15.025994968434317,11.330461554389396,30.951529069286988
2017-06-28,1.4339065556703114,3.9833865865345324,0.0,4.0,5.5,17.708598711948163,7.753256156441214,9.764843516009586
2017-06-29,26.205907890407893,24.46202716918471,0.0,34.0,32.7,24.24696784303925,28.867674706987504,35.171788190948575
2017-06-30,10.0,14.0,0.0,1.0,0.8,11.0,4.0,13.0
2017-07-01,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-02,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-03,37.12722612727546,50.23310208228454,46.0,56.0,58.0,46.112424457104304,49.80881461230024,62.31203488287689
2017-07-04,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-05,13.68648568962913,43.450491966290485,17.0,52.0,41.6,24.062061067504736,42.004108459292276,34.43245128497717
2017-07-06,4.9412992472726875,13.069702066535102,1.0,1.0,3.2,8.016194081427983,2.6105913325287395,10.029701425698896
2017-07-07,17.27257422037116,35.941231179316965,11.0,53.0,48.0,25.021234720059503,32.47890514301596,24.752201523960423
2017-07-08,61.144126932261564,62.418579480356875,101.0,46.5,53.6,74.18685269427993,18.60241547775916,71.37356542886211
2017-07-09,8.262779394113648,10.698550139093447,15.0,1.0,0.0,14.71060804263204,2.759543696602934,0.0
2017-07-10,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-11,5.963610958090856,6.56862080732357,2.0,0.0,6.0,4.937670712400711,10.174757115287106,22.320430091776544
2017-07-12,22.76018197648394,36.82771641558971,40.0,75.0,32.2,38.32290271284841,24.208688291529526,56.454204934486576
2017-07-13,6.623706942641613,11.943173439044662,6.0,1.0,1.6,1.946048096003085,1.0274221719795384,8.104102726277853
2017-07-14,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-15,2.795580526647572,19.655817317279688,2.5,4.7,3.5,16.578317696903504,10.38730059172256,17.012100709855726
2017-07-16,9.691185058824395,6.153490621423271,2.0,16.0,2.2,3.072027613822539,2.3828410483823133,5.430557932212515
2017-07-17,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-18,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-19,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-20,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-21,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-22,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-23,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-24,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-25,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-26,3.499812606521137,8.780120784750661,10.0,0.0,0.5,1.5109022947913424,0.0,15.918840275984524
2017-07-27,31.02304803212711,48.95440288537793,8.0,10.0,46.7,50.7685526759741,33.134771452113725,49.04896289123801
2017-07-28,1.6131124181519692,1.9783040914112295,9.0,3.0,0.5,1.3924301502436072,6.931499042433078,3.3561326332750494
2017-07-29,20.33348413528283,46.40440240136139,27.0,67.7,54.0,39.93282429268707,38.59908458649847,36.97313294877539
2017-07-30,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-07-31,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-01,16.419706141786524,23.1769703561124,22.0,0.0,74.0,27.110344543540823,17.49709913996664,29.147258973572406
2017-08-02,0.0,0.8,0.0,5.0,0.0,0.0,0.2,2.4
2017-08-03,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-04,4.2,2.6,0.0,0.0,1.0,0.8,2.8,0.64
2017-08-05,0.9969472961722128,11.687048375259067,1.0,3.0,2.0,16.445438078687257,1.8598895814344085,29.839443911899533
2017-08-06,56.14104072501742,60.48160462979593,33.0,28.0,35.3,57.99157944459541,33.41655126096434,50.188569332220816
2017-08-07,8.0,13.200000000000001,0.0,1.0,2.5,6.3999999999999995,3.4,10.299999999999999
2017-08-08,0.0,0.8,0.0,5.0,0.0,0.0,0.2,2.4
2017-08-09,4.248722091730701,6.971961816424576,1.5,6.0,4.5,0.6066050399770891,4.012809942879626,1.7159713729249222
2017-08-10,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-11,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-12,16.107605404157432,22.529409863804364,11.0,98.0,94.3,59.866417340673976,19.63125262432464,87.42489326541521
2017-08-13,15.328518584970816,32.87306717630258,12.0,81.5,74.0,34.373138297023715,36.523969206273414,33.562376531354936
2017-08-14,0.0,0.0,0.0,19.0,0.0,0.6,0.0,0.0
2017-08-15,5.532271530875085,27.237449454020943,32.5,19.5,60.3,17.62065652822699,38.25679283163143,27.294649826840192
2017-08-16,20.812445761900893,25.324708858346455,51.0,24.0,33.4,21.14812573916891,29.41340012055601,20.63009500267152
2017-08-17,4.840734210422376,1.2251482265544138,9.0,5.0,0.0,3.744922425547947,8.037119965713469,1.8724612127739735
2017-08-18,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-19,4.808469512434331,23.240176901954253,8.0,2.5,2.5,4.355371206845682,4.016698978086493,12.264570218204023
2017-08-20,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-21,5.404078614125322,0.0,137.0,0.0,0.0,0.0,0.0,0.0
2017-08-22,25.4888647476241,15.790679658070692,0.0,52.0,40.0,37.00113165863202,24.743831997579544,50.742954742726404
2017-08-23,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-24,1.9138219656801048,12.973044467748082,7.0,131.0,14.3,23.6452967084818,10.628514009104935,12.781627511263366
2017-08-25,9.475782221719534,13.37999961369216,0.0,10.0,32.7,16.337161808709734,19.759258804728372,20.260533924683514
2017-08-26,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-27,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-28,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-08-29,20.8278680385335,45.35308415225426,91.0,29.5,34.5,53.94612305228037,36.68816058093093,52.77383439499925
2017-08-30,0.0,0.6,0.0,0.0,0.8,3.2,0.6799999999999999,3.0
2017-08-31,0.0,10.515024918579368,3.0,7.5,0.0,8.368496525028567,2.7612015329843334,1.8150900380779416
2017-09-01,4.2,0.8,0.0,0.0,6.2,0.6,0.2,3.0
2017-09-02,5.415985277995183,7.858128553689149,0.0,18.0,0.5,5.288980527023242,2.7638334136482006,8.553273802798973
2017-09-03,3.6,0.8,2.0,0.0,0.0,6.4,0.6,0.1
2017-09-04,8.052115249456074,11.493007874000812,14.0,36.5,12.2,17.71122057755705,21.394586444433834,10.688025158639643
2017-09-05,8.055513480517062,9.653131493404352,7.0,1.0,26.5,15.840999914185977,5.479199970832505,22.77756095104625
2017-09-06,23.728517638991434,17.263808219400747,20.0,25.0,19.2,20.585392345789714,14.346723036107388,31.814631246161582
2017-09-07,6.305130219505872,33.99025845137411,0.0,3.0,15.4,11.012765776616991,23.72225077400299,17.31510444311422
2017-09-08,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-09-09,42.35130334389459,18.387392756156697,32.0,12.5,6.2,7.059910374780814,9.762011598940209,9.988013286771267
2017-09-10,185.25538188388833,151.54902116301798,90.0,169.5,249.3,185.09919337049976,206.87409025430472,125.62855491497618
2017-09-11,4.0,5.1176470588237954,0.0,1.0,5.0,19.0,10.0,14.0
2017-09-12,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-09-13,19.30538369032977,33.84809816145407,7.0,25.0,45.5,46.07235761255962,30.235031250260576,35.0026162056759
2017-09-14,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-09-15,0.0,3.57894736842154,0.0,2.0,2.4,4.420681846538884,3.721052631578887,3.2631578947366906
2017-09-16,3.649902290095472,2.436080238096801,0.0,3.5,7.0,8.977597838103067,3.418038174562545,9.462800428017033
2017-09-17,4.438095238095431,0.0,16.0,0.0,0.0,0.0,0.0,0.0
2017-09-18,0.0,0.8,0.0,0.0,0.7,0.0,1.1400000000000001,0.0
2017-09-19,0.8207502277800427,2.363473918567883,0.0,5.0,5.0,8.152420114982572,18.863141055206004,8.029333394616259
2017-09-20,53.929367290544015,79.6729404821949,38.5,110.0,81.2,44.028601012530544,35.476589684303626,68.60194332292177
2017-09-21,10.1,0.8,0.0,0.0,90.5,3.6,0.0,2.0
2017-09-22,5.6,0.4,0.0,1.0,0.0,2.6,0.6,2.8
2017-09-23,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.3333333333333333
2017-09-24,3.0,2.2,6.0,0.0,0.0,8.6,1.0,6.4
2017-09-25,0.0,2.2,0.0,2.2,0.0,0.0,8.6,0.4
2017-09-26,5.577648494368828,5.233549379528367,46.0,0.0,1.0,1.580788405148947,1.694255161490729,1.7578526920005695
2017-09-27,3.9226005975163347,6.492606712862592,0.0,24.0,18.5,8.151164126709006,19.96372691598964,22.048804697406688
2017-09-28,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-09-29,9.549563667075999,18.645537939192756,2.0,8.0,12.5,5.141398473976645,16.813984151738385,28.41225226610697
2017-09-30,0.0,4.1,0.0,0.0,0.0,0.0,2.0,0.0
2017-10-01,36.18345620434871,35.72509013856711,25.0,34.0,31.0,49.868850853134965,24.454053251743005,44.27281319994419
2017-10-02,0.0,3.0,5.0,1.0,1.0,3.0,0.6666666666666666,9.0
2017-10-03,4.0,0.0,9.0,0.0,0.0,0.0,7.5,0.0
2017-10-04,0.7824309974820612,6.452493903564227,0.0,9.0,9.0,7.337476336312484,10.829449725024826,6.96051099589622
2017-10-05,13.162588938155459,10.00449378882166,31.0,1.0,2.0,25.875145574383442,1.695690347805684,12.11505930527525
2017-10-06,5.3717652969506435,5.723204372840767,20.0,5.0,2.0,11.688112464377356,8.078086269422851,9.998229221086621
2017-10-07,3.0,0.0,0.0,32.0,5.0,0.0,32.0,5.0
2017-10-08,27.05466256631285,21.30846907294129,0.0,34.0,31.0,27.893735871601248,27.715473231637148,38.486235866448865
2017-10-09,31.788298018138825,26.67165094141411,24.0,47.0,31.0,19.07845432723673,37.603041237526384,46.980695804183554
2017-10-10,110.76625916937223,102.03306942499034,78.0,152.0,158.0,80.84788543222467,117.1195728242502,60.428684351192835
2017-10-11,33.61906916543572,36.435314028815824,52.0,22.0,22.0,20.42033119173248,18.529326968295425,10.815654614340973
