TANGGAL,Bandar_Buat,Limau_Manih_UNAND,Lubuk_Minturun,Nanggalo,Parak_Karakah,Stamar_Teluk_Bayur,Tambang_Semen_Padang,Teluk_Bayur,Water_Plan_Semen_Padang
2017-01-19,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-20,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-21,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-22,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-23,3.5116070400325743,16.843136212872285,41.0,9.5,7.5,15.008754181320056,16.032603354899948,10.002094643327363,17.281552646805462
2017-01-24,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-25,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-26,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-27,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-01-28,12.712712136861978,17.31681790761475,5.0,0.0,3.8,11.015568998884126,6.11427642660779,3.992650660646226,14.091356225856083
2017-01-29,11.880509725560346,37.79965652862738,35.0,73.0,27.5,38.08672892506468,49.197358479266875,15.710744156624811,49.91197141466704
2017-01-30,4.072974609330051,5.602733967502967,1.0,2.5,5.5,11.863110966300907,2.5185138132255838,7.64613184519515,9.756753912501928
2017-01-31,10.070355889585363,13.396654576018276,5.0,5.0,4.7,11.280786700073852,17.41361430052879,5.887035371820577,14.379846264335805
2017-02-01,35.57773321748874,57.30356420563013,62.0,133.0,69.7,40.0790646995792,35.13511337621134,28.492811894202877,38.142965246448554
2017-02-02,7.552892130495239,18.69535110833735,4.0,0.0,3.8,13.27036829583328,8.452695851971994,4.313758852628523,10.064789100439263
2017-02-03,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-04,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-05,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-06,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-07,17.549735985155056,31.06793932955877,17.0,5.5,16.0,18.593977696112283,36.51198550741569,7.250344322185788,19.884798674676777
2017-02-08,4.484449819069767,17.27151959301171,16.0,6.0,9.8,19.28679874121011,8.679199059470065,6.144463058923511,22.853653470287387
2017-02-09,102.71879364775137,49.35483860266311,70.5,24.0,20.0,36.39682166547408,48.58234205415839,10.547311074611645,36.4508840088507
2017-02-10,0.8978849748129559,4.358631719608669,1.0,4.0,5.0,8.168211320673143,4.4660526718457,4.833215973561329,5.036714552191848
2017-02-11,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-12,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-13,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-14,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-15,0.0,1.0,0.0,0.0,0.8,14.500000000001075,3.2,0.48,0.0
2017-02-16,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-17,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-18,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-19,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-20,18.03417015605478,11.303943788425444,56.5,24.0,0.0,23.135432132718766,47.017869078892815,7.588651656061285,70.97486475461135
2017-02-21,34.18422543229961,18.009091958420065,12.0,33.0,63.0,38.27149270690774,35.3508719501582,15.524243044479679,44.17277995796909
2017-02-22,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-23,14.520710576089218,20.463127403189613,6.5,4.0,5.0,8.49861652467075,17.278847492838224,5.603751682202128,14.51366067610075
2017-02-24,9.064125576443432,10.86981511007938,10.0,10.0,17.0,11.39663890598669,17.650154304005802,15.841241212503265,10.817524934087762
2017-02-25,3.6,0.8,2.0,0.0,0.0,0.05,6.4,0.6,0.1
2017-02-26,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-02-27,5.145093374114245,2.977702664792318,0.0,3.0,5.8,8.254647860770634,8.242947363618656,5.373033150203456,10.633900454399127
2017-02-28,10.247676541518642,10.687369452058674,13.5,10.0,4.0,10.223295666190698,12.315664094951929,10.548377600994126,14.424302988065676
2017-03-01,30.05628303423299,50.390350548043244,77.0,96.0,54.0,53.25446719205992,25.998315635887895,52.915342237185044,53.15030810609241
2017-03-02,4.595238095239364,2.1176470588234366,3.0,0.0,0.8,9.707030318429203,1.4117647058822296,1.1333333333332736,13.123809523813875
2017-03-03,2.5656473364323658,12.154789547022874,9.0,6.0,24.0,18.73503837783796,10.482741320293531,12.236996108956902,13.476947802497154
2017-03-04,3.5662162271762714,12.96055725984907,0.0,5.0,2.5,1.449500048838917,1.6161385761145706,6.237503531415869,5.84793330081614
2017-03-05,4.2,0.8,0.0,0.0,1.2,16.200000000002916,0.6,1.06,3.6
2017-03-06,22.28927422921585,26.966772066051757,51.0,24.5,36.3,74.1613721572901,20.805914503318785,30.947927769217745,22.87664513315765
2017-03-07,54.45223063191967,32.75252766606157,92.0,82.0,88.3,75.61572312080702,33.11711595166182,76.21115299775906,60.45021150149627
2017-03-08,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-09,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-10,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-11,19.323001877758056,43.08849656319343,5.0,8.3,12.0,11.940991486008762,31.998148817523937,20.39308116610564,26.50820183784731
2017-03-12,11.526420362124556,11.439445892561285,12.0,3.0,6.8,20.644302023633326,8.975261072159606,4.625781479705512,19.199592367060387
2017-03-13,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-14,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-15,4.2,3.0,0.0,0.0,2.0,10.103571428571342,0.6,0.0,4.720000000000001
2017-03-16,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-17,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-18,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-19,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-03-20,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-21,4.2,3.0,0.0,0.0,2.0,10.103571428571342,0.6,0.0,4.720000000000001
2017-03-22,0.0,1.0,0.0,0.0,0.8,14.500000000001075,3.2,0.48,0.0
2017-03-23,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-24,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-25,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-26,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-27,42.57472572927902,72.9538861352498,59.0,77.0,71.5,54.89016475457861,55.260446892529814,34.51672733781613,66.54673892203168
2017-03-28,61.67379892267554,82.69908439561604,119.0,121.0,61.0,61.79342198742112,57.5698695633353,84.72926740572453,40.89466299348225
2017-03-29,0.0,0.8,0.0,0.0,3.7,4.272796103657868,0.6,0.2,0.0
2017-03-30,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-03-31,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-04-01,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-04-02,10.502386867485788,20.57043062535922,17.5,18.0,25.2,31.978773542060743,22.623524994388294,21.455479271294053,29.705581959316866
2017-04-03,6.8,6.4,1.0,0.0,0.0,0.6,10.0,0.0,0.8
2017-04-04,10.910739087356466,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-04-05,18.91389751269105,10.547003860945113,61.0,16.0,15.7,30.71945204766526,41.81005023884663,6.146758300422355,37.75852837342721
2017-04-06,25.06824908780196,40.23929424176285,30.5,61.0,40.3,35.247243863587016,48.444188597093145,53.83020392904354,79.1568545616019
2017-04-07,11.208116047110254,28.263175675547448,23.0,73.0,33.0,41.38664360934366,65.76947072715164,27.0754799687693,37.47939020161429
2017-04-08,2.7393407462071906,5.061812653075925,0.0,8.0,20.2,3.9469698349009064,10.554520022196812,13.468199443170553,12.702021439530682
2017-04-09,2.8605261990763196,7.308529257689242,0.0,18.0,6.5,10.189489521530698,13.360937025261222,7.559361299214979,17.967677619655113
2017-04-10,9.79483982488923,24.51257145388423,23.5,16.0,15.0,21.618192931243694,8.871307033464024,12.550664462079073,23.04379422759987
2017-04-11,22.280349435835163,8.745713553462895,20.0,10.0,17.5,19.622941592180933,28.84388709008503,11.885565034366742,33.23781744205381
2017-04-12,8.38670575190316,23.558533929306936,6.0,12.0,0.0,7.162938675557903,10.377617470264456,10.824232115380752,17.32421171054649
2017-04-13,9.0,0.6,0.0,0.0,8.5,9.261866619156033,0.4,0.0,7.0
2017-04-14,0.0,14.804105811965849,2.0,6.0,0.0,4.092328959290734,8.410719985718185,3.4424884421393145,4.126899131156158
2017-04-15,25.69193087665539,31.530533450011973,33.0,6.0,9.0,5.994050848557844,30.606850314404515,36.271244134623444,22.43964615738563
2017-04-16,9.713152401589763,13.590360589116147,10.0,5.0,12.8,20.697408836864565,11.722941950872631,2.803503252078687,11.811946451836993
2017-04-17,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-04-18,15.424501775456115,4.534097708872058,1.0,0.0,13.7,12.188183877635126,4.537494918446426,1.5322482778543136,1.7814954516668344
2017-04-19,12.6,0.8304791528014628,1.5,1.0,0.0,2.4511707157197264,1.2000000000000002,4.7,0.6000000000000001
2017-04-20,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-04-21,0.0,13.720655806874317,4.5,0.0,3.0,9.985765349496434,1.7164047357818375,2.6379579087703284,6.332476411062906
2017-04-22,3.6,0.8,2.0,0.0,0.0,0.05,6.4,0.6,0.1
2017-04-23,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-04-24,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-04-25,0.0,4.0,0.0,3.0,0.0,0.0,7.2,6.8,6.9
2017-04-26,12.399271069492439,32.334954404621925,10.0,3.5,7.0,18.68441107526586,19.25676601174361,7.428622796225253,36.26661916522063
2017-04-27,34.84061323383188,24.820701457959213,65.0,11.0,36.3,59.05287458670439,40.66002394550767,9.096811063664704,31.293547542107298
2017-04-28,22.717324363796777,10.871645601136262,1.0,36.0,6.2,9.993427329615786,9.994280248326191,9.985372113188461,9.090804770229909
2017-04-29,35.21019042525256,61.972354271115805,87.0,59.0,62.0,68.34694860441536,54.86411381156198,76.00909476178005,60.52873084910782
2017-04-30,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-05-01,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-05-02,20.019485469976768,28.051970561502912,42.0,9.5,15.5,36.192348557240344,31.700611237554128,8.518439365180848,29.278855023568187
2017-05-03,6.2,16.099999999999998,2.0,3.0,3.0,12.284326726448338,21.4,3.5999999999999996,14.020000000000001
2017-05-04,16.549014273502678,11.865511591657672,11.0,1.0,7.5,16.51562952395507,9.56009912659875,9.545175442895337,11.237804996549032
2017-05-05,7.60985585968561,38.16374817438708,9.0,4.0,5.0,8.549800858780355,25.720822023365052,4.432212181376735,38.729410128487906
2017-05-06,34.00745384367319,31.107383468184445,25.0,11.0,40.0,49.69575280931067,23.109084550117796,21.823679156821264,39.24120802583976
2017-05-07,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-05-08,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-05-09,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-05-10,0.0,4.1,0.0,0.0,0.0,4.2,0.0,2.0,0.0
2017-05-11,2.6319887784542138,4.49428388063184,10.5,4.5,0.0,13.160950234319607,1.4490572064471197,4.539045817578376,6.000670355110148
2017-05-12,0.0,3.0355377500288574,0.0,1.5,2.3,52.81059811864719,2.815587861986219,1.4621739174465758,1.7141640475421718
